family,family_count,symbol_count,strongest_action_trace,wait_count,wait_reward_sum,wait_trust,wait_caution,long_count,long_reward_sum,long_trust,long_caution,short_count,short_reward_sum,short_trust,short_caution,observed_wait_count,observed_wait_recognition_avg,observed_wait_reward_sum,observed_long_count,observed_long_recognition_avg,observed_long_reward_sum,observed_short_count,observed_short_recognition_avg,observed_short_reward_sum,sentence_trace_count,sentence_trace_reward_sum,sentence_contact_states,contact_lage_count,contact_lage_states,reflection_seed_count,reflection_seed_states,reflection_seed_followup_reward,reflection_map_count,reflection_map_states,reflection_map_reward_sum,reflection_map_sources,passive_sentence
dio_14xc,19,1,LONG,19,0.0,0.0,0.0,19,0.988178,0.041333,0.0,0,0.0,0.0,0.0,0,0.0,0.0,19,0.061616,0.808509,0,0.0,0.0,0,0,-,0,-,0,-,0,0,-,0,-,dio_14xc: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.
dio_1vpi,15,1,SHORT,8,0.0,0.0,0.0,11,0.862022,0.047048,0.0,9,2.313749,0.197272,0.18137,0,0.0,0.0,6,0.052126,0.384704,2,0.071181,1.168886,0,0,-,0,-,0,-,0,0,-,0,-,dio_1vpi: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.
dio_1u7v,12,1,SHORT,3,0.0,0.0,0.0,0,0.0,0.0,0.0,12,9.525278,0.692255,0.0,0,0.0,0.0,0,0.0,0.0,3,0.066626,1.20743,0,0,-,0,-,0,-,0,0,-,0,-,dio_1u7v: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.
dio_0arw,11,1,LONG,2,0.0,0.0,0.0,11,13.98703,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,2,0.058957,1.246369,0,0.0,0.0,0,0,-,0,-,0,-,0,0,-,0,-,dio_0arw: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.
dio_0t0v,11,1,LONG,6,0.0,0.0,0.0,7,5.857123,0.538622,0.0,5,0.221616,0.088919,0.173132,0,0.0,0.0,2,0.041416,0.932993,4,0.042105,1.193134,1,0.0,kontakt_beobachtet_reift:1,0,-,0,-,0,0,-,0,-,dio_0t0v: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.
