extension_family,base_family,edge_visible,base_role,meaning_similarity,sense_similarity,mcm_similarity,hearing_similarity,temporal_similarity,neuro_similarity,sense_distance,mcm_distance,neuro_distance,passive_only,controlled_dataset_scope,long_run_claim,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
dio_0325,dio_10qz,False,center_candidate,0.0,0.0,0.0,0.0,0.0,0.0,0.028646312,0.003431619,0.00073277,True,True,False,False,False,False,False,False,False,False
dio_0325,dio_114i,False,base_periphery,0.0,0.0,0.0,0.0,0.0,0.0,0.028853379,0.0084194,0.001734892,True,True,False,False,False,False,False,False,False,False
dio_0325,dio_1ytc,True,center_candidate,0.999765,0.999227,0.999946,0.996781,1.0,0.999998,0.018586012,0.002592351,0.000651396,True,True,False,False,False,False,False,False,False,False
