inner_state,count,reward_sum,best_reward_sum,avg_reward,families,contact_qualities,avg_sehen_form_flow,spread_sehen_form_flow,avg_sehen_form_stability,spread_sehen_form_stability,avg_hoeren_energy_tone,spread_hoeren_energy_tone,avg_fuehlen_mcm_coherence,spread_fuehlen_mcm_coherence,avg_fuehlen_mcm_tension,spread_fuehlen_mcm_tension,passive_only
inner_carried,12,13.806564,13.806564,1.150547,"dio_04z7,dio_0ofo,dio_1bwb",positive_real_contact,-0.132995,0.496884,0.0,2.0,-0.00264,0.111524,0.38741,1.208762,0.143766,0.25356,1
inner_open_observation,8,0.0,1.078624,0.0,"dio_14xc,dio_1mym",observed_potential,0.79977,0.090948,1.0,0.0,-0.023591,0.094117,0.986824,0.013211,0.378155,0.023187,1
inner_unfinished,4,0.0,2.780168,0.0,dio_1k7y,observed_potential,0.359266,0.0,0.0,0.0,-0.077778,0.0,0.378222,0.0,0.290899,0.0,1
