symbol_family,action,outcome_event,count,reward_sum,avg_reward,runs,ticks,passive_only
dio_02qu,LONG,TP,3,3.0,1.0,"156,157,158","17,17,17",1
dio_0arw,LONG,TP,3,3.0,1.0,"156,157,158","6,6,6",1
dio_1u7v,SHORT,TP,3,3.0,1.0,"156,157,158","1,1,1",1
dio_1vpi,SHORT,TP,3,3.0,1.0,"156,157,158","12,12,12",1
dio_14xc,WAIT,NO_TRADE,3,0.0,0.0,"156,157,158","11,11,11",1
