left_family,right_family,left_phase,right_phase,relation_kind,left_phase_count,right_phase_count,left_executed,right_executed,left_positive_executed,right_positive_executed,left_burdened_executed,right_burdened_executed,left_observed,right_observed,left_reward,right_reward,sensor_relation_trace,sensor_distance,visual_mcm_gap,tone_tension_gap
dio_0nvr,dio_0r8e,order_shift,order_shift_varianz,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,2,1,0.0,0.0,0.904886,0.095114,0.0,0.0
dio_1gz3,dio_1l8g,order_shift_drift,order_shift_resonanz,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.902258,0.097742,0.0,0.0
dio_00eh,dio_03fl,order_shift,order_shift_varianz,burdened_sensor_neighbor,0,0,1,0,0,0,1,0,1,3,-0.431148,0.0,0.898217,0.101783,0.0,0.0
dio_018g,dio_03fl,order_shift,order_shift_varianz,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,1,3,0.0,0.0,0.898217,0.101783,0.0,0.0
dio_1ytj,dio_1ieq,order_shift_varianz,order_shift_drift,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,2,1,0.0,0.0,0.897502,0.102498,0.0,0.0
dio_0lt6,dio_1iwu,order_shift_drift,order_shift_resonanz,burdened_sensor_neighbor,0,0,1,0,0,0,1,0,0,2,-0.249492,0.0,0.89505,0.10495,0.0,0.0
dio_1hkr,dio_0786,order_shift_varianz,order_shift_drift,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,2,1,0.0,0.0,0.894649,0.105351,0.0,0.0
dio_185j,dio_0ppq,order_shift,order_shift_resonanz,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.894186,0.105814,0.0,0.0
dio_0mp4,dio_1xdw,order_shift_varianz,order_shift_drift,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.893209,0.106791,0.0,0.0
dio_1ieq,dio_0786,order_shift_drift,order_shift_drift,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.891133,0.108867,0.0,0.0
dio_08wa,dio_0wp4,order_shift,order_shift_resonanz,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.891009,0.108991,0.0,0.0
dio_0r8e,dio_1y8o,order_shift_varianz,order_shift_drift,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.888556,0.111444,0.0,0.0
dio_1j0n,dio_03fl,order_shift,order_shift_varianz,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,1,3,0.0,0.0,0.885405,0.114596,0.0,0.0
dio_1h37,dio_0nvr,shift,order_shift,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.883604,0.116396,0.0,0.0
dio_0mlh,dio_0ppq,order_shift_resonanz,order_shift_resonanz,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.883539,0.116461,0.0,0.0
dio_00eh,dio_0lt6,order_shift,order_shift_drift,burdened_sensor_neighbor,0,0,1,1,0,0,1,1,1,0,-0.431148,-0.249492,0.883194,0.116806,0.0,0.0
dio_018g,dio_0lt6,order_shift,order_shift_drift,burdened_sensor_neighbor,0,0,0,1,0,0,0,1,1,0,0.0,-0.249492,0.883194,0.116806,0.0,0.0
dio_1ieq,dio_0ppq,order_shift_drift,order_shift_resonanz,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.883169,0.116831,0.0,0.0
dio_151h,dio_0786,order_shift_varianz,order_shift_drift,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,4,1,0.0,0.0,0.882052,0.117948,0.0,0.0
dio_0nvr,dio_1xdw,order_shift,order_shift_drift,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.880408,0.119592,0.0,0.0
dio_1hkr,dio_0ppq,order_shift_varianz,order_shift_resonanz,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.879524,0.120476,0.0,0.0
dio_1i0f,dio_18je,order_shift,order_shift_drift,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.878712,0.121288,0.0,0.0
dio_1j0n,dio_0786,order_shift,order_shift_drift,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.874503,0.125497,0.0,0.0
dio_1xdw,dio_0i2c,order_shift_drift,order_shift_resonanz,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.872935,0.127065,0.0,0.0
dio_0knp,dio_1iwu,order_shift,order_shift_resonanz,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,3,2,0.0,0.0,0.870578,0.129422,0.0,0.0
dio_185j,dio_0mlh,order_shift,order_shift_resonanz,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.869106,0.130894,0.0,0.0
dio_1j0n,dio_0ppq,order_shift,order_shift_resonanz,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.86902,0.13098,0.0,0.0
dio_1ytj,dio_0mlh,order_shift_varianz,order_shift_resonanz,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.867607,0.132392,0.0,0.0
dio_0nvr,dio_0jjv,order_shift,order_shift_resonanz,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.865257,0.134743,0.0,0.0
dio_1h37,dio_1y8o,shift,order_shift_drift,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.860847,0.139153,0.0,0.0
dio_0r8e,dio_0i2c,order_shift_varianz,order_shift_resonanz,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.85993,0.14007,0.0,0.0
dio_1i0f,dio_0nvr,order_shift,order_shift,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.859648,0.140352,0.0,0.0
dio_1i0f,dio_0q8z,order_shift,order_shift_varianz,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.859505,0.140495,0.0,0.0
dio_0r8e,dio_0mp4,order_shift_varianz,order_shift_varianz,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.857827,0.142172,0.0,0.0
dio_1y8o,dio_1xdw,order_shift_drift,order_shift_drift,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.857354,0.142646,0.0,0.0
dio_151h,dio_03fl,order_shift_varianz,order_shift_varianz,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,4,3,0.0,0.0,0.856952,0.143048,0.0,0.0
dio_185j,dio_1ytj,order_shift,order_shift_varianz,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.853298,0.146702,0.0,0.0
dio_151h,dio_1iwu,order_shift_varianz,order_shift_resonanz,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,4,2,0.0,0.0,0.851265,0.148735,0.0,0.0
dio_0mp4,dio_0jjv,order_shift_varianz,order_shift_resonanz,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.850066,0.149934,0.0,0.0
dio_1i0f,dio_1gj1,order_shift,order_shift_resonanz,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.846388,0.153612,0.0,0.0
dio_03fl,dio_1ytj,order_shift_varianz,order_shift_varianz,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,3,2,0.0,0.0,0.844931,0.155068,0.0,0.0
dio_1i0f,dio_0mp4,order_shift,order_shift_varianz,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,2,1,0.0,0.0,0.844457,0.155543,0.0,0.0
dio_01yf,dio_1i0f,order_shift,order_shift,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.844442,0.155558,0.0,0.0
dio_0iy2,dio_0wp4,order_shift_varianz,order_shift_resonanz,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,3,4,0.0,0.0,0.844159,0.155841,0.0,0.0
dio_185j,dio_00eh,order_shift,order_shift,burdened_sensor_neighbor,0,0,0,1,0,0,0,1,2,1,0.0,-0.431148,0.843681,0.156318,0.0,0.0
dio_185j,dio_018g,order_shift,order_shift,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,2,1,0.0,0.0,0.843681,0.156318,0.0,0.0
dio_0knp,dio_151h,order_shift,order_shift_varianz,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,3,4,0.0,0.0,0.842434,0.157566,0.0,0.0
dio_03fl,dio_0ppq,order_shift_varianz,order_shift_resonanz,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,3,2,0.0,0.0,0.83965,0.16035,0.0,0.0
dio_1h37,dio_0i2c,shift,order_shift_resonanz,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.838648,0.161352,0.0,0.0
dio_0d07,dio_1gz3,order_shift,order_shift_drift,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.838308,0.161692,0.0,0.0
dio_1ytj,dio_0786,order_shift_varianz,order_shift_drift,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,2,1,0.0,0.0,0.837277,0.162723,0.0,0.0
dio_0d07,dio_0nvr,order_shift,order_shift,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.836904,0.163096,0.0,0.0
dio_1h37,dio_0mp4,shift,order_shift_varianz,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.836545,0.163455,0.0,0.0
dio_1cpq,dio_1hjj,shift,shift,quiet_sensor_neighbor,0,0,3,0,3,0,0,0,0,0,3.876612,0.0,0.834426,0.165574,0.0,0.0
dio_18je,dio_0jjv,order_shift_drift,order_shift_resonanz,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.834207,0.165793,0.0,0.0
dio_03fl,dio_0mlh,order_shift_varianz,order_shift_resonanz,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,3,2,0.0,0.0,0.832941,0.167059,0.0,0.0
dio_0jjv,dio_0i2c,order_shift_resonanz,order_shift_resonanz,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.829792,0.170208,0.0,0.0
dio_1i0f,dio_0i2c,order_shift,order_shift_resonanz,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.824183,0.175817,0.0,0.0
dio_1cpq,dio_0t45,shift,shift,quiet_sensor_neighbor,0,0,3,0,3,0,0,0,0,0,3.876612,0.0,0.82064,0.17936,0.0,0.0
