transfer_reife_state,family_count,avg_transfer_reife,avg_similarity,same_action_count,same_outcome_count,families
transfer_reife_family_carried_observation_dominant,2,0.995344187,0.98774786,2,2,"dio_16yc->dio_1d1z,dio_1txv->dio_1c6b"
transfer_reife_burden_same_consequence,1,0.992195431,0.979461661,1,1,dio_0fiy->dio_1d3r
transfer_reife_carried_same_consequence,3,0.899831111,0.894292396,3,3,"dio_02qu->dio_0ofo,dio_0arw->dio_0ofo,dio_0x1o->dio_0ps1"
transfer_reife_quiet_same_consequence,5,0.898417974,0.969520984,5,5,"dio_0igh->dio_040y,dio_143d->dio_143d,dio_14xc->dio_143d,dio_1g2t->dio_10dk,dio_1qwp->dio_1f9y"
transfer_reife_form_near_trust_not_carried,1,0.434182048,0.976794864,0,0,dio_1vpi->dio_1m4n
