phase,phase_run,global_run,data_path,candles,episodes,trades,long_trades,short_trades,waits,total_reward,avg_reward,unique_symbols,avg_trade_readiness,max_trade_readiness,avg_associative_trade,max_associative_trade,avg_maturity_gap,max_maturity_gap,avg_mature_transfer,max_mature_transfer,avg_observation_trade_signal,max_observation_trade_signal,avg_observation_trade_readiness,max_observation_trade_readiness,observation_learning_events,avg_observation_learning_pressure,max_observation_learning_pressure,top_long_family,top_long_trust,top_short_family,top_short_trust
order_shift,1,36,data\kontrolliert_reihenfolge_shift_2episoden_5m_SOLUSDT.csv,22,12,1,1,0,11,2.0,0.166667,12,0.019716,0.172588,0.065965,0.083773,0.055538,0.077909,0.010427,0.061115,0.000519,0.005173,5.7e-05,0.000569,11,0.062624,0.079961,dio_1lam,1.0,dio_0t45,1.0
order_shift,2,37,data\kontrolliert_reihenfolge_shift_2episoden_5m_SOLUSDT.csv,22,11,2,1,1,9,1.568852,0.142623,11,0.025919,0.104784,0.061987,0.077291,0.040736,0.058181,0.02125,0.066364,0.003437,0.006842,0.000378,0.000753,9,0.053966,0.064587,dio_1lam,1.0,dio_0t45,1.0
order_shift,3,38,data\kontrolliert_reihenfolge_shift_2episoden_5m_SOLUSDT.csv,22,8,2,1,1,6,3.173622,0.396703,8,0.027264,0.064142,0.062756,0.081502,0.0359,0.068429,0.026857,0.060884,0.004174,0.012369,0.000459,0.001361,6,0.049784,0.070231,dio_1lam,1.0,dio_0t45,1.0
order_shift,4,39,data\kontrolliert_reihenfolge_shift_2episoden_5m_SOLUSDT.csv,22,8,2,1,1,6,2.664987,0.333123,8,0.050316,0.211842,0.06228,0.081719,0.032586,0.069203,0.029694,0.081719,0.004213,0.012369,0.000463,0.001361,6,0.049223,0.071091,dio_1lam,1.0,dio_0t45,1.0
