binding_state,count,reward_sum,best_reward_sum,unrealized_best_reward_sum,held_impulse_potential_sum,avg_reward,qualities,families
observed_not_bound,43,0.0,24.373861,24.373861,0.0,0.0,observation_potential,"dio_05s4,dio_07rf,dio_0avw,dio_0c6o,dio_0hd3,dio_0izw,dio_0jco,dio_0u1i,dio_12jm,dio_14jl,dio_15ms,dio_199c,dio_1g18,dio_1guc,dio_1k8m,dio_1uv4,dio_1vp3,dio_1wie"
executed_aligned,5,6.009556,6.009556,0.0,0.0,1.201911,executed_contact_confirmed,"dio_0c6o,dio_0hd3,dio_1wie"
held_useful_impulse,2,0.0,1.530746,1.530746,1.530746,0.0,episode_binding_overholding,"dio_0jco,dio_1g18"
quiet,2,0.0,0.0,0.0,0.0,0.0,quiet,dio_13zu
