inner_state,contact_state,count,reward_sum,best_reward_sum,avg_reward,families,actions
inner_carried,executed_positive_contact,2,2.279246,2.279246,1.139623,"dio_0arw,dio_1u7v","LONG,SHORT"
inner_carried,observed_potential_contact,5,0.0,5.452884,0.0,"dio_0arw,dio_1u7v",WAIT
inner_carried,executed_negative_contact,1,-1.236659,1.036659,-1.236659,dio_0t0v,SHORT
inner_unknown,executed_positive_contact,3,2.455651,2.455651,0.81855,"dio_0120,dio_0bmh,dio_0ems",LONG
inner_open_observation,observed_potential_contact,3,0.0,0.283545,0.0,dio_14xc,WAIT
inner_unknown,observed_potential_contact,23,0.0,12.72335,0.0,"dio_00qb,dio_0120,dio_02qu,dio_0bmh,dio_0ems,dio_0fiy,dio_0igh,dio_0x1o,dio_16yc,dio_1g2t,dio_1qwp",WAIT
inner_cautious,executed_negative_contact,3,-1.027449,0.427449,-0.342483,dio_1vpi,SHORT
