debug_root,root_name,episodes,executed_confirmed_count,executed_confirmed_reward,overheld_count,overheld_potential,observed_potential_count,observed_potential,quiet_count,binding_balance_note
C:\Users\TV\Documents\MCM_Trading_Brain\debug\dio_mini_probe13_followup_same_memory_v1,dio_mini_probe13_followup_same_memory_v1,24,12,13.614731,7,4.220735,5,0.979167,0,mixed
