transition,text_island_symbol,left_inner_map_state,right_inner_map_state,left_maturity_state,right_maturity_state,semantic_maturity_delta,stability_pressure_delta,variation_bearing_delta,drift_pressure_delta,right_families,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
C->D,dio_text_183mg8v,inner_unconfirmed_raw_space,inner_drift_watch_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.017573867,-0.1050052,0.307029547,0.5,dio_00wl,True,False,False,False,False,False,False,False
C->D,dio_text_187ucpd,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_1coz,True,False,False,False,False,False,False,False
C->D,dio_text_18ku4h1,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_05ws,True,False,False,False,False,False,False,False
C->D,dio_text_1920l6x,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_0myd|dio_1176|dio_14eh,True,False,False,False,False,False,False,False
C->D,dio_text_19slka4,inner_drift_watch_space,inner_drift_watch_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_0nwm|dio_0x0x,True,False,False,False,False,False,False,False
C->D,dio_text_19tfip4,inner_foreign_boundary_space,inner_foreign_boundary_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_000f|dio_0lbg,True,False,False,False,False,False,False,False
C->D,dio_text_1b1j4sj,inner_foreign_boundary_space,inner_foreign_boundary_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_0lhb|dio_1e0b,True,False,False,False,False,False,False,False
C->D,dio_text_1bbd5is,inner_foreign_boundary_space,inner_foreign_boundary_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_04v2|dio_0mj0|dio_17c5|dio_1bvz|dio_1evj,True,False,False,False,False,False,False,False
C->D,dio_text_1bcj70r,inner_foreign_boundary_space,inner_foreign_boundary_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_0bhk|dio_0h5v,True,False,False,False,False,False,False,False
C->D,dio_text_1big7bt,inner_unconfirmed_raw_space,inner_drift_watch_space,new_unconfirmed_text_island,new_unconfirmed_text_island,-0.002796867,-0.12435805,0.298881253,0.5,dio_0892,True,False,False,False,False,False,False,False
C->D,dio_text_1cbdbn,inner_foreign_boundary_space,inner_foreign_boundary_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_065p,True,False,False,False,False,False,False,False
C->D,dio_text_1ccct8g,inner_stable_recurrence_space,inner_soft_variation_space,stable_recurrent_text_island,variant_resilient_text_island,0.138625667,-0.04711275,0.255450267,0.0,dio_0b1z|dio_0bm2|dio_1wnr|dio_1wxr,True,False,False,False,False,False,False,False
C->D,dio_text_1cioi37,inner_foreign_boundary_space,inner_foreign_boundary_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_19b1|dio_1vcq,True,False,False,False,False,False,False,False
C->D,dio_text_1d376i0,inner_foreign_boundary_space,inner_foreign_boundary_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_0gqd|dio_0tkr|dio_1wc6,True,False,False,False,False,False,False,False
C->D,dio_text_1dh1gcg,inner_foreign_boundary_space,inner_foreign_boundary_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_0xvw|dio_15uo|dio_1ssh,True,False,False,False,False,False,False,False
C->D,dio_text_1ds0lr5,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_05jh,True,False,False,False,False,False,False,False
C->D,dio_text_1dzt2p3,inner_foreign_boundary_space,inner_foreign_boundary_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_0m9r|dio_14la,True,False,False,False,False,False,False,False
C->D,dio_text_1e02mr7,inner_foreign_boundary_space,inner_foreign_boundary_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_09lg|dio_12hh|dio_1w42,True,False,False,False,False,False,False,False
C->D,dio_text_1e5ksaf,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_19mp,True,False,False,False,False,False,False,False
C->D,dio_text_1ecr7f6,inner_foreign_boundary_space,inner_foreign_boundary_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_0ap6|dio_14r5|dio_1i67|dio_1riq,True,False,False,False,False,False,False,False
C->D,dio_text_1elvjhc,inner_foreign_boundary_space,inner_foreign_boundary_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_0cwn,True,False,False,False,False,False,False,False
C->D,dio_text_1eo4l7g,inner_foreign_boundary_space,inner_foreign_boundary_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_10jm|dio_17ne,True,False,False,False,False,False,False,False
C->D,dio_text_1ezt1v9,inner_foreign_boundary_space,inner_foreign_boundary_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_19pa,True,False,False,False,False,False,False,False
C->D,dio_text_1falsty,inner_variation_bearing_space,inner_variation_bearing_space,variant_resilient_text_island,variant_resilient_text_island,0.0272094,-0.00767415,0.05088376,0.0,dio_0oic|dio_0p55|dio_0q96|dio_1doh|dio_1jba|dio_1qt4|dio_1rl5|dio_1si6,True,False,False,False,False,False,False,False
C->D,dio_text_1fhtiwn,inner_variation_bearing_space,inner_variation_bearing_space,variant_resilient_text_island,variant_resilient_text_island,0.0,0.0,0.0,0.0,dio_06ab|dio_0j15|dio_0qr6|dio_0r6m|dio_0rur|dio_16mu|dio_17qv|dio_1tln|dio_1xpi,True,False,False,False,False,False,False,False
C->D,dio_text_1fz9hf9,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_1hs5,True,False,False,False,False,False,False,False
C->D,dio_text_1gu8zlv,inner_foreign_boundary_space,inner_foreign_boundary_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_0jhq|dio_1s03,True,False,False,False,False,False,False,False
C->D,dio_text_1h276uq,inner_foreign_boundary_space,inner_foreign_boundary_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_0s89,True,False,False,False,False,False,False,False
C->D,dio_text_1h5am86,inner_variation_bearing_space,inner_variation_bearing_space,variant_resilient_text_island,variant_resilient_text_island,0.041217534,0.09293155,0.116487014,0.0,dio_0hi9|dio_0inm|dio_1as2|dio_1hs5,True,False,False,False,False,False,False,False
C->D,dio_text_1h6fvkt,inner_foreign_boundary_space,inner_foreign_boundary_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_02de,True,False,False,False,False,False,False,False
C->D,dio_text_1hd3f1r,inner_foreign_boundary_space,inner_foreign_boundary_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_1p1a,True,False,False,False,False,False,False,False
C->D,dio_text_1ifulzx,inner_foreign_boundary_space,inner_foreign_boundary_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_1wkv,True,False,False,False,False,False,False,False
C->D,dio_text_1ihveqe,inner_unconfirmed_raw_space,inner_soft_variation_space,new_unconfirmed_text_island,variant_resilient_text_island,0.260764133,0.1054347,0.404305653,0.0,dio_05c5|dio_098w|dio_0avw,True,False,False,False,False,False,False,False
C->D,dio_text_1irandc,inner_variation_bearing_space,inner_variation_bearing_space,variant_resilient_text_island,variant_resilient_text_island,0.0,0.0,0.0,0.0,dio_0utu|dio_11w1|dio_14t4|dio_1534,True,False,False,False,False,False,False,False
C->D,dio_text_1iwm9qb,inner_foreign_boundary_space,inner_foreign_boundary_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_06z8|dio_0b1j|dio_0tyz|dio_0yqx|dio_15y3|dio_16i3|dio_18vh|dio_19fi|dio_1lj9,True,False,False,False,False,False,False,False
C->D,dio_text_1j78afq,inner_foreign_boundary_space,inner_foreign_boundary_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_16ss|dio_1eey|dio_1nt1|dio_1o1w|dio_1pn5|dio_1q11|dio_1y5n,True,False,False,False,False,False,False,False
C->D,dio_text_1j80ia3,inner_soft_variation_space,inner_soft_variation_space,variant_resilient_text_island,variant_resilient_text_island,0.156666666,0.1125,0.162666666,0.0,dio_0gmg|dio_0juh|dio_0t27|dio_0ux8|dio_0we7|dio_1378,True,False,False,False,False,False,False,False
C->D,dio_text_1jl2i83,inner_foreign_boundary_space,inner_foreign_boundary_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_18u1,True,False,False,False,False,False,False,False
C->D,dio_text_1k1vuxi,inner_foreign_boundary_space,inner_foreign_boundary_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_0dfx,True,False,False,False,False,False,False,False
C->D,dio_text_1kaafa0,inner_foreign_boundary_space,inner_foreign_boundary_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_0vma,True,False,False,False,False,False,False,False
C->D,dio_text_1kzmyt,inner_foreign_boundary_space,inner_foreign_boundary_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_04is|dio_0e6t|dio_0pcm|dio_0rar|dio_0xwj|dio_0zn1|dio_14k8|dio_1etx|dio_1mhr|dio_1sbp|dio_1t4c|dio_1tfr|dio_1u20,True,False,False,False,False,False,False,False
C->D,dio_text_1l642s7,inner_drift_watch_space,inner_drift_watch_space,drifting_unstable_text_island,drifting_unstable_text_island,0.0,0.0,0.0,0.0,dio_14c1,True,False,False,False,False,False,False,False
C->D,dio_text_1lju63z,inner_soft_variation_space,inner_soft_variation_space,variant_resilient_text_island,variant_resilient_text_island,0.0,0.0,0.0,0.0,dio_0fvj|dio_0sg3|dio_0xt4,True,False,False,False,False,False,False,False
C->D,dio_text_1lyhhxr,inner_foreign_boundary_space,inner_foreign_boundary_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_0vhw,True,False,False,False,False,False,False,False
C->D,dio_text_1mm9owh,inner_foreign_boundary_space,inner_foreign_boundary_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_0kvi|dio_0ma9|dio_0yfk|dio_1ipn|dio_1rlf|dio_1s14|dio_1xp5,True,False,False,False,False,False,False,False
C->D,dio_text_1mmcxi3,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_1wbg,True,False,False,False,False,False,False,False
C->D,dio_text_1nxyi3d,inner_variation_bearing_space,inner_variation_bearing_space,variant_resilient_text_island,variant_resilient_text_island,0.0,0.0,0.0,0.0,dio_039r|dio_07wz|dio_0a0v|dio_1rrm|dio_1vnw,True,False,False,False,False,False,False,False
C->D,dio_text_1o51p9v,inner_foreign_boundary_space,inner_foreign_boundary_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_1nbb,True,False,False,False,False,False,False,False
C->D,dio_text_1o8gs8u,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_1yff,True,False,False,False,False,False,False,False
C->D,dio_text_1ownyfo,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_0bmo|dio_0j7z|dio_0ou2|dio_0s41|dio_0xn0|dio_12im|dio_19uu|dio_1h9v|dio_1mxa|dio_1you,True,False,False,False,False,False,False,False
C->D,dio_text_1p2uho1,inner_foreign_boundary_space,inner_foreign_boundary_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_0v6s,True,False,False,False,False,False,False,False
C->D,dio_text_1p6h8my,inner_foreign_boundary_space,inner_foreign_boundary_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_14vk,True,False,False,False,False,False,False,False
C->D,dio_text_1pd0h4r,inner_foreign_boundary_space,inner_foreign_boundary_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_005b|dio_059n|dio_0jik|dio_0xs8|dio_1bd0,True,False,False,False,False,False,False,False
C->D,dio_text_1pryfr7,inner_foreign_boundary_space,inner_foreign_boundary_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_0lsl|dio_0m7z|dio_14mx,True,False,False,False,False,False,False,False
C->D,dio_text_1qrs3vf,inner_soft_variation_space,inner_soft_variation_space,variant_resilient_text_island,variant_resilient_text_island,0.0,0.0,0.0,0.0,dio_0t5z,True,False,False,False,False,False,False,False
C->D,dio_text_1r1mjhl,inner_foreign_boundary_space,inner_foreign_boundary_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_06rl|dio_0930|dio_0bux,True,False,False,False,False,False,False,False
C->D,dio_text_1r52tzd,inner_foreign_boundary_space,inner_foreign_boundary_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_04ek|dio_058j|dio_0a7l|dio_1rl5|dio_1u6n|dio_1xe5,True,False,False,False,False,False,False,False
C->D,dio_text_1s6z9ft,inner_foreign_boundary_space,inner_foreign_boundary_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_1cs4|dio_1t2r,True,False,False,False,False,False,False,False
C->D,dio_text_1sfsirf,inner_foreign_boundary_space,inner_foreign_boundary_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_0fv1,True,False,False,False,False,False,False,False
C->D,dio_text_1t3hl6p,inner_foreign_boundary_space,inner_foreign_boundary_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_00ry,True,False,False,False,False,False,False,False
C->D,dio_text_1tbnt3i,inner_foreign_boundary_space,inner_foreign_boundary_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_05o6,True,False,False,False,False,False,False,False
C->D,dio_text_1u3dtzt,inner_foreign_boundary_space,inner_foreign_boundary_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_090n|dio_0arh|dio_0iom|dio_0vuv,True,False,False,False,False,False,False,False
C->D,dio_text_1uxeoe2,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_07t9|dio_19bg,True,False,False,False,False,False,False,False
C->D,dio_text_1v7dvnp,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_13c2,True,False,False,False,False,False,False,False
C->D,dio_text_1vgohds,inner_foreign_boundary_space,inner_foreign_boundary_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_1ko9,True,False,False,False,False,False,False,False
C->D,dio_text_1vhdjdk,inner_foreign_boundary_space,inner_foreign_boundary_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_0ast,True,False,False,False,False,False,False,False
C->D,dio_text_1vhz26k,inner_foreign_boundary_space,inner_foreign_boundary_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_1tho,True,False,False,False,False,False,False,False
C->D,dio_text_1xgywsf,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_1b5c,True,False,False,False,False,False,False,False
C->D,dio_text_1y38bgt,inner_unconfirmed_raw_space,inner_soft_variation_space,new_unconfirmed_text_island,variant_resilient_text_island,0.2583298,0.08040695,0.40333192,0.0,dio_02cr|dio_0a6g|dio_0oah|dio_0wdq|dio_0ycr|dio_15pt|dio_17se|dio_1e7a|dio_1pho|dio_1qxk|dio_1slo,True,False,False,False,False,False,False,False
C->D,dio_text_1yhk6ji,inner_foreign_boundary_space,inner_foreign_boundary_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_1d45,True,False,False,False,False,False,False,False
C->D,dio_text_27nzrm,inner_foreign_boundary_space,inner_foreign_boundary_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_0uxj|dio_1wdh,True,False,False,False,False,False,False,False
C->D,dio_text_49bo5i,inner_stable_recurrence_space,inner_stable_recurrence_space,stable_recurrent_text_island,stable_recurrent_text_island,0.0,0.0,0.0,0.0,dio_06gy,True,False,False,False,False,False,False,False
C->D,dio_text_4bznj1,inner_variation_bearing_space,inner_variation_bearing_space,variant_resilient_text_island,variant_resilient_text_island,0.0,0.0,0.0,0.0,dio_09u3|dio_0gh3|dio_15s8|dio_1efa|dio_1n79,True,False,False,False,False,False,False,False
C->D,dio_text_4fjp5y,inner_foreign_boundary_space,inner_foreign_boundary_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_0bb4|dio_0gp9|dio_12x7,True,False,False,False,False,False,False,False
C->D,dio_text_6g4cqd,inner_unconfirmed_raw_space,inner_soft_variation_space,new_unconfirmed_text_island,variant_resilient_text_island,0.258696067,0.06308085,0.403478427,0.0,dio_01sj|dio_0cyg|dio_10j6|dio_1pen,True,False,False,False,False,False,False,False
C->D,dio_text_6la50y,inner_unconfirmed_raw_space,inner_soft_variation_space,new_unconfirmed_text_island,variant_resilient_text_island,0.223056533,-0.0532612,0.389222613,0.0,dio_06v3|dio_0p4k|dio_1522|dio_1bnp,True,False,False,False,False,False,False,False
C->D,dio_text_6z30px,inner_variation_bearing_space,inner_variation_bearing_space,variant_resilient_text_island,variant_resilient_text_island,0.0230108,-0.0192203,0.04920432,0.0,dio_06q2|dio_09xu|dio_0bzr|dio_0u87|dio_0ui7|dio_13mn|dio_1bwy,True,False,False,False,False,False,False,False
C->D,dio_text_73tgfa,inner_foreign_boundary_space,inner_foreign_boundary_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_0jds|dio_0jvf,True,False,False,False,False,False,False,False
C->D,dio_text_7i7jjq,inner_variation_bearing_space,inner_variation_bearing_space,variant_resilient_text_island,variant_resilient_text_island,0.0,0.0,0.0,0.0,dio_06v3|dio_0fa9|dio_0mlx|dio_0y90|dio_12k8|dio_145c|dio_1a0t|dio_1a4k|dio_1mpo,True,False,False,False,False,False,False,False
C->D,dio_text_7jfli2,inner_foreign_boundary_space,inner_foreign_boundary_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_0zzk|dio_1rct,True,False,False,False,False,False,False,False
C->D,dio_text_7kcsxr,inner_soft_variation_space,inner_soft_variation_space,variant_resilient_text_island,variant_resilient_text_island,0.0,0.0,0.0,0.0,dio_0av4,True,False,False,False,False,False,False,False
C->D,dio_text_8a1lm4,inner_variation_bearing_space,inner_variation_bearing_space,variant_resilient_text_island,variant_resilient_text_island,-0.0041672,-0.0389598,0.03833312,0.0,dio_017u|dio_0bno|dio_0h67|dio_0ocv|dio_0qvt|dio_11vr|dio_1pxj|dio_1ull|dio_1vg2,True,False,False,False,False,False,False,False
C->D,dio_text_8enqgg,inner_foreign_boundary_space,inner_foreign_boundary_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_06jl,True,False,False,False,False,False,False,False
C->D,dio_text_8wkwtq,inner_soft_variation_space,inner_soft_variation_space,variant_resilient_text_island,variant_resilient_text_island,0.0,0.0,0.0,0.0,dio_17xt,True,False,False,False,False,False,False,False
C->D,dio_text_94o2ys,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_04j8|dio_0n6e|dio_113w|dio_1mt4,True,False,False,False,False,False,False,False
C->D,dio_text_97z017,inner_foreign_boundary_space,inner_foreign_boundary_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_0qtp,True,False,False,False,False,False,False,False
C->D,dio_text_9ytzzv,inner_foreign_boundary_space,inner_foreign_boundary_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_020m|dio_09xr|dio_1k0g|dio_1ykd,True,False,False,False,False,False,False,False
C->D,dio_text_adbiwk,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.0,0.0,0.0,0.0,dio_00b7|dio_118t|dio_1ekr|dio_1onm,True,False,False,False,False,False,False,False
