source_label,run,tick,symbol_family,action,observed_possible_action,trace_kind,outcome_event,potential_reward,real_reward,passive_only
probe15,dio_mini_lauf_162,1,dio_0cgn,WAIT,LONG,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe15,dio_mini_lauf_162,2,dio_0x52,WAIT,LONG,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe15,dio_mini_lauf_162,3,dio_1guc,WAIT,LONG,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe15,dio_mini_lauf_162,4,dio_199c,WAIT,LONG,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe15,dio_mini_lauf_162,5,dio_0u1i,SHORT,,real_action_outcome,TP,1.0,1.0,1
probe15,dio_mini_lauf_162,10,dio_1pfo,WAIT,LONG,passive_wait_possible_action,NO_TRADE,0.045249,0.0,1
probe15,dio_mini_lauf_162,11,dio_1mx2,WAIT,LONG,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe15,dio_mini_lauf_162,12,dio_173s,WAIT,SHORT,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe15,dio_mini_lauf_162,13,dio_1g18,SHORT,,real_action_outcome,TP,1.0,1.0,1
probe15,dio_mini_lauf_162,18,dio_0gmg,WAIT,LONG,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe15,dio_mini_lauf_163,1,dio_0cgn,WAIT,LONG,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe15,dio_mini_lauf_163,2,dio_0x52,WAIT,LONG,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe15,dio_mini_lauf_163,3,dio_1guc,WAIT,LONG,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe15,dio_mini_lauf_163,4,dio_199c,WAIT,LONG,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe15,dio_mini_lauf_163,5,dio_0u1i,SHORT,,real_action_outcome,TP,1.0,1.0,1
probe15,dio_mini_lauf_163,10,dio_1pfo,WAIT,LONG,passive_wait_possible_action,NO_TRADE,0.045249,0.0,1
probe15,dio_mini_lauf_163,11,dio_1mx2,WAIT,LONG,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe15,dio_mini_lauf_163,12,dio_173s,WAIT,SHORT,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe15,dio_mini_lauf_163,13,dio_1g18,SHORT,,real_action_outcome,TP,1.0,1.0,1
probe15,dio_mini_lauf_163,18,dio_0gmg,WAIT,LONG,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe15,dio_mini_lauf_164,1,dio_0cgn,WAIT,LONG,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe15,dio_mini_lauf_164,2,dio_0x52,WAIT,LONG,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
probe15,dio_mini_lauf_164,3,dio_1guc,WAIT,LONG,passive_wait_possible_action,NO_TRADE,1.0,0.0,1
