inner_map_state,count,avg_semantic_maturity_score,avg_stability_pressure,avg_variation_bearing,avg_drift_pressure,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
inner_foreign_boundary_space,99,0.337845118,0.55,0.135138047,0.0,True,False,False,False,False,False,False,False
inner_unconfirmed_raw_space,37,0.22018018,0.55,0.088072072,0.0,True,False,False,False,False,False,False,False
inner_variation_bearing_space,19,0.696416091,0.902622321,0.543303279,0.034210526,True,False,False,False,False,False,False,False
inner_soft_variation_space,7,0.483168305,0.656153314,0.436124465,0.226190476,True,False,False,False,False,False,False,False
inner_stable_recurrence_space,6,0.501205367,0.792898092,0.200482146,0.0,True,False,False,False,False,False,False,False
inner_drift_watch_space,2,0.264807634,0.529054325,0.405923054,0.5,True,False,False,False,False,False,False,False
