run,tick,timestamp_ms,family,action,raw_action,kind,reward,best_action_training,best_reward_training,phase_active,phase_age,episode_relation,episode_binding_pressure,episode_release_pressure,trade_readiness,mature_transfer,relative_positive_reward
23,1,1767280300000000,dio_1lam,WAIT,WAIT,observed_potential,0.0,LONG,1.29944,0,9999,none,0.0,1.0,0.004479,0.004479,0.0
23,2,1767280600000000,dio_0e6t,WAIT,WAIT,observed_potential,0.0,LONG,1.314121,0,9999,none,0.0,1.0,0.002993,0.002993,0.0
23,3,1767280900000000,dio_1jtc,WAIT,WAIT,observed_potential,0.0,LONG,1.096411,0,9999,none,0.0,1.0,0.002947,0.002947,0.0
23,4,1767281200000000,dio_05vm,WAIT,WAIT,observed_potential,0.0,LONG,0.744762,0,9999,none,0.0,1.0,0.002804,0.002804,0.0
23,5,1767281500000000,dio_13ey,WAIT,WAIT,observed_potential,0.0,LONG,0.377885,0,9999,none,0.0,1.0,0.002798,0.002798,0.0
23,6,1767281800000000,dio_0odx,WAIT,WAIT,observed_potential,0.0,SHORT,0.260467,0,9999,none,0.0,1.0,0.002876,0.002876,0.0
23,7,1767282100000000,dio_1r0b,WAIT,WAIT,observed_potential,0.0,SHORT,0.979702,0,9999,none,0.0,1.0,0.003682,0.003682,0.0
23,8,1767282400000000,dio_1hzf,WAIT,WAIT,observed_potential,0.0,SHORT,1.489018,0,9999,none,0.0,1.0,0.003411,0.003411,0.0
23,9,1767282700000000,dio_0olv,WAIT,WAIT,observed_potential,0.0,SHORT,2.0,0,9999,none,0.0,1.0,0.003057,0.003057,0.0
23,10,1767283000000000,dio_1gzm,WAIT,WAIT,observed_potential,0.0,SHORT,2.0,0,9999,none,0.0,1.0,0.002723,0.002723,0.0
23,11,1767283300000000,dio_0t45,WAIT,WAIT,observed_potential,0.0,SHORT,1.808899,0,9999,none,0.0,1.0,0.003138,0.003138,0.0
23,12,1767283600000000,dio_1cpq,WAIT,WAIT,observed_potential,0.0,SHORT,1.292204,0,9999,none,0.0,1.0,0.002852,0.002852,0.0
23,13,1767283900000000,dio_1hjj,WAIT,WAIT,observed_potential,0.0,SHORT,0.584703,0,9999,none,0.0,1.0,0.002567,0.002567,0.0
23,14,1767284200000000,dio_1h37,WAIT,WAIT,observed_potential,0.0,LONG,0.017821,0,9999,none,0.0,1.0,0.002761,0.002761,0.0
23,15,1767284500000000,dio_1mml,WAIT,WAIT,observed_potential,0.0,LONG,0.237245,0,9999,none,0.0,1.0,0.030045,0.030045,0.0
23,16,1767284800000000,dio_0z1h,WAIT,WAIT,observed_potential,0.0,LONG,0.08526,0,9999,none,0.0,1.0,0.002454,0.002454,0.0
24,1,1767280300000000,dio_1lam,WAIT,WAIT,observed_potential,0.0,LONG,1.29944,0,9999,none,0.0,1.0,0.016451,0.016451,0.0
24,2,1767280600000000,dio_0e6t,WAIT,WAIT,observed_potential,0.0,LONG,1.314121,0,9999,none,0.0,1.0,0.014687,0.014687,0.0
24,3,1767280900000000,dio_1jtc,WAIT,WAIT,observed_potential,0.0,LONG,1.096411,0,9999,none,0.0,1.0,0.013111,0.013111,0.0
24,4,1767281200000000,dio_05vm,WAIT,WAIT,observed_potential,0.0,LONG,0.744762,0,9999,none,0.0,1.0,0.009506,0.009506,0.0
24,5,1767281500000000,dio_13ey,WAIT,WAIT,observed_potential,0.0,LONG,0.377885,0,9999,none,0.0,1.0,0.006121,0.006121,0.0
24,6,1767281800000000,dio_0odx,WAIT,WAIT,observed_potential,0.0,SHORT,0.260467,0,9999,none,0.0,1.0,0.00512,0.00512,0.0
24,7,1767282100000000,dio_1r0b,WAIT,WAIT,observed_potential,0.0,SHORT,0.979702,0,9999,none,0.0,1.0,0.012848,0.012848,0.0
24,8,1767282400000000,dio_1hzf,WAIT,WAIT,observed_potential,0.0,SHORT,1.489018,0,9999,none,0.0,1.0,0.017482,0.017482,0.0
24,9,1767282700000000,dio_0olv,WAIT,WAIT,observed_potential,0.0,SHORT,2.0,0,9999,none,0.0,1.0,0.020375,0.020375,0.0
24,10,1767283000000000,dio_1gzm,WAIT,WAIT,observed_potential,0.0,SHORT,2.0,0,9999,none,0.0,1.0,0.020124,0.020124,0.0
24,11,1767283300000000,dio_0t45,WAIT,WAIT,observed_potential,0.0,SHORT,1.808899,0,9999,none,0.0,1.0,0.020384,0.020384,0.0
24,12,1767283600000000,dio_1cpq,WAIT,WAIT,observed_potential,0.0,SHORT,1.292204,0,9999,none,0.0,1.0,0.015181,0.015181,0.0
24,13,1767283900000000,dio_1hjj,WAIT,WAIT,observed_potential,0.0,SHORT,0.584703,0,9999,none,0.0,1.0,0.008204,0.008204,0.0
24,14,1767284200000000,dio_1h37,WAIT,WAIT,observed_potential,0.0,LONG,0.017821,0,9999,none,0.0,1.0,0.002992,0.002992,0.0
24,15,1767284500000000,dio_1mml,WAIT,WAIT,observed_potential,0.0,LONG,0.237245,0,9999,none,0.0,1.0,0.044818,0.041252,0.0
24,16,1767284800000000,dio_0z1h,WAIT,WAIT,observed_potential,0.0,LONG,0.08526,0,9999,none,0.0,1.0,0.003262,0.003262,0.0
25,1,1767280300000000,dio_1lam,LONG,LONG,positive_executed_contact,1.29944,LONG,1.29944,0,9999,none,0.0,1.0,0.051054,0.051054,0.872683
25,6,1767281800000000,dio_0odx,WAIT,WAIT,observed_potential,0.0,SHORT,0.260467,0,5,different_contact,0.0,1.0,0.012147,0.012147,0.0
25,7,1767282100000000,dio_1r0b,WAIT,WAIT,observed_potential,0.0,SHORT,0.979702,0,6,different_contact,0.0,1.0,0.039002,0.039002,0.0
25,8,1767282400000000,dio_1hzf,SHORT,SHORT,positive_executed_contact,1.489018,SHORT,1.489018,0,7,different_contact,0.0,1.0,0.057135,0.048558,1.0
25,13,1767283900000000,dio_1hjj,WAIT,WAIT,observed_potential,0.0,SHORT,0.584703,0,5,different_contact,0.0,1.0,0.023819,0.023819,0.0
25,14,1767284200000000,dio_1h37,WAIT,WAIT,observed_potential,0.0,LONG,0.017821,0,6,different_contact,0.0,1.0,0.003608,0.003608,0.0
25,15,1767284500000000,dio_1mml,WAIT,WAIT,observed_potential,0.0,LONG,0.237245,0,7,different_contact,0.0,1.0,0.052231,0.043431,0.0
25,16,1767284800000000,dio_0z1h,WAIT,WAIT,observed_potential,0.0,LONG,0.08526,0,8,none,0.0,1.0,0.005595,0.005595,0.0
26,1,1767280300000000,dio_1lam,LONG,LONG,positive_executed_contact,1.29944,LONG,1.29944,0,9999,none,0.0,1.0,0.18072,0.059702,0.872683
26,6,1767281800000000,dio_0odx,WAIT,WAIT,observed_potential,0.0,SHORT,0.260467,0,5,different_contact,0.0,1.0,0.022999,0.022999,0.0
26,7,1767282100000000,dio_1r0b,SHORT,SHORT,positive_executed_contact,0.979702,SHORT,0.979702,0,6,different_contact,0.0,1.0,0.079432,0.054733,0.657952
26,12,1767283600000000,dio_1cpq,WAIT,SHORT,held_same_episode_contact,0.0,SHORT,1.292204,1,5,same_episode,0.305951,0.214899,0.049652,0.044401,0.0
26,13,1767283900000000,dio_1hjj,WAIT,WAIT,observed_potential,0.0,SHORT,0.584703,0,6,different_contact,0.0,1.0,0.047971,0.042038,0.0
26,14,1767284200000000,dio_1h37,WAIT,WAIT,observed_potential,0.0,LONG,0.017821,0,7,different_contact,0.0,1.0,0.004525,0.004525,0.0
26,15,1767284500000000,dio_1mml,LONG,LONG,positive_executed_contact,0.237245,LONG,0.237245,0,8,none,0.0,1.0,0.059005,0.045967,0.15933
