stage,left_family,right_family,edge_visible,meaning_similarity,sense_similarity,mcm_similarity,hearing_similarity,temporal_similarity,neuro_similarity,reflection_similarity,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
N_FOLGEKONTAKT5,dio_0325,dio_10qz,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False
N_FOLGEKONTAKT5,dio_0325,dio_114i,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False
N_FOLGEKONTAKT5,dio_0325,dio_1ytc,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False
N_FOLGEKONTAKT5,dio_10qz,dio_114i,True,0.999927,0.999812,0.999709,0.999969,1.0,0.999981,0.999993,True,False,False,False,False,False,False,False
N_FOLGEKONTAKT5,dio_10qz,dio_1ytc,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False
N_FOLGEKONTAKT5,dio_114i,dio_1ytc,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False
