shift_state,count,text_island_anchors,family_anchors,avg_score_delta,avg_rawness_delta,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
syntax_survives_raw,274,261,13,2.4331e-05,-2.4331e-05,True,False,False,False,False,False,False,False
