shift_state,anchor_type,anchor_symbol,left_label,right_label,left_text_island_symbol,right_text_island_symbol,same_text_island,left_inner_map_state,right_inner_map_state,left_semantic_maturity_score,right_semantic_maturity_score,score_delta,left_rawness,right_rawness,shared_families,shared_family_count,left_stability_pressure,right_stability_pressure,left_variation_bearing,right_variation_bearing,left_families,right_families,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
syntax_survives_raw,family,dio_09b1,M_FOLGEKONTAKT4,VARIANTE_N_folgekontakt5,dio_text_14co26g,dio_text_disgn6,False,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,0.213333333,0.206666667,-0.006666666,0.786666667,0.793333333,dio_09b1,1,0.55,0.55,0.085333333,0.082666667,dio_09b1|dio_1640,dio_09b1,True,False,False,False,False,False,False,False
syntax_survives_raw,family,dio_09tm,M_FOLGEKONTAKT4,VARIANTE_N_folgekontakt5,dio_text_w8ylx,dio_text_5k5jo,False,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,0.213333333,0.206666667,-0.006666666,0.786666667,0.793333333,dio_09tm,1,0.55,0.55,0.085333333,0.082666667,dio_09tm|dio_0zqm,dio_09tm,True,False,False,False,False,False,False,False
syntax_survives_raw,family,dio_0d83,M_FOLGEKONTAKT4,VARIANTE_N_folgekontakt5,dio_text_vmlzlg,dio_text_gk53t,False,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,0.213333333,0.206666667,-0.006666666,0.786666667,0.793333333,dio_0d83,1,0.55,0.55,0.085333333,0.082666667,dio_0d83|dio_155k,dio_0d83,True,False,False,False,False,False,False,False
syntax_survives_raw,family,dio_0e37,M_FOLGEKONTAKT4,VARIANTE_N_folgekontakt5,dio_text_mxoyl,dio_text_1hy2463,False,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,0.206666667,0.213333333,0.006666666,0.793333333,0.786666667,dio_0e37,1,0.55,0.55,0.082666667,0.085333333,dio_0e37,dio_0e37|dio_11qz,True,False,False,False,False,False,False,False
syntax_survives_raw,family,dio_0r4h,M_FOLGEKONTAKT4,VARIANTE_N_folgekontakt5,dio_text_16nwkmu,dio_text_12c1nlt,False,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,0.206666667,0.213333333,0.006666666,0.793333333,0.786666667,dio_0r4h,1,0.55,0.55,0.082666667,0.085333333,dio_0r4h,dio_0r4h|dio_0reg,True,False,False,False,False,False,False,False
syntax_survives_raw,family,dio_0reg,M_FOLGEKONTAKT4,VARIANTE_N_folgekontakt5,dio_text_19ui5ym,dio_text_12c1nlt,False,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,0.206666667,0.213333333,0.006666666,0.793333333,0.786666667,dio_0reg,1,0.55,0.55,0.082666667,0.085333333,dio_0reg,dio_0r4h|dio_0reg,True,False,False,False,False,False,False,False
syntax_survives_raw,family,dio_0zqm,M_FOLGEKONTAKT4,VARIANTE_N_folgekontakt5,dio_text_w8ylx,dio_text_dv6rlo,False,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,0.213333333,0.206666667,-0.006666666,0.786666667,0.793333333,dio_0zqm,1,0.55,0.55,0.085333333,0.082666667,dio_09tm|dio_0zqm,dio_0zqm,True,False,False,False,False,False,False,False
syntax_survives_raw,family,dio_155k,M_FOLGEKONTAKT4,VARIANTE_N_folgekontakt5,dio_text_vmlzlg,dio_text_k6niim,False,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,0.213333333,0.206666667,-0.006666666,0.786666667,0.793333333,dio_155k,1,0.55,0.55,0.085333333,0.082666667,dio_0d83|dio_155k,dio_155k,True,False,False,False,False,False,False,False
syntax_survives_raw,family,dio_15u1,M_FOLGEKONTAKT4,VARIANTE_N_folgekontakt5,dio_text_13fnt2o,dio_text_8ofmvk,False,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,0.206666667,0.22,0.013333333,0.793333333,0.78,dio_15u1,1,0.55,0.55,0.082666667,0.088,dio_15u1,dio_15u1|dio_1640|dio_1mpk,True,False,False,False,False,False,False,False
syntax_survives_raw,family,dio_1640,M_FOLGEKONTAKT4,VARIANTE_N_folgekontakt5,dio_text_14co26g,dio_text_8ofmvk,False,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,0.213333333,0.22,0.006666667,0.786666667,0.78,dio_1640,1,0.55,0.55,0.085333333,0.088,dio_09b1|dio_1640,dio_15u1|dio_1640|dio_1mpk,True,False,False,False,False,False,False,False
